customer_age,age_group,gender,income_category,income_inr,income_group,credit_limit,total_trans_amt,total_trans_count,avg_trans_value,spending_level
34,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,2173,4392,83,52.91566265,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2545,4660,68,68.52941176,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1757,2557,45,56.82222222,High
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3164,4410,86,51.27906977,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,6022,3745,74,50.60810811,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1804,2077,44,47.20454545,High
53,46 - 55,M,$120K +,Rs1Cr +,High Income,22664,4586,89,51.52808989,High
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2527,4598,85,54.09411765,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,3547,2715,45,60.33333333,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4219,83,50.8313253,High
51,46 - 55,F,Unknown,Unknown,Unknown,6182,3801,61,62.31147541,High
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,29715,2128,39,54.56410256,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2154,3664,63,58.15873016,High
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2179,4025,69,58.33333333,High
59,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4906,4833,80,60.4125,High
38,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2346,4116,79,52.10126582,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,4753,3895,71,54.85915493,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1880,2469,34,72.61764706,High
64,55+,M,Less than $40K,<Rs33L,Low Income,12155,4618,60,76.96666667,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2721,4622,88,52.52272727,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,6160,3986,80,49.825,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2069,4962,70,70.88571429,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,28422,4841,80,60.5125,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,1438.3,4282,69,62.05797101,High
41,36 - 45,M,Less than $40K,<Rs33L,Low Income,1438.3,4416,68,64.94117647,High
65,55+,M,Unknown,Unknown,Unknown,1671,2701,51,52.96078431,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1491,1970,46,42.82608696,Medium
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11422,2439,45,54.2,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,5139,1653,44,37.56818182,Medium
61,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4783,2870,50,57.4,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2589,4259,83,51.31325301,High
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8138,4839,61,79.32786885,High
51,46 - 55,F,Unknown,Unknown,Unknown,4502,4469,87,51.36781609,High
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,33521,4115,66,62.34848485,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,4361,4518,84,53.78571429,High
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7026,3935,66,59.62121212,High
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,16388,4477,83,53.93975904,High
30,26 - 35,F,Less than $40K,<Rs33L,Low Income,2905,2487,39,63.76923077,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2404,4489,75,59.85333333,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,1477,2419,49,49.36734694,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,3556,2639,53,49.79245283,High
48,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5649,4683,72,65.04166667,High
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,14345,4045,72,56.18055556,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,6524,4267,66,64.65151515,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2281,3968,66,60.12121212,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2633,3407,66,51.62121212,High
51,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7693,4573,93,49.17204301,High
44,36 - 45,F,Unknown,Unknown,Unknown,10262,3553,65,54.66153846,High
49,46 - 55,F,Unknown,Unknown,Unknown,11320,2845,57,49.9122807,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2482,4295,72,59.65277778,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,3035,3847,63,61.06349206,High
51,46 - 55,M,$120K +,Rs1Cr +,High Income,26308,3278,53,61.8490566,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,6721,3718,51,72.90196078,High
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6205,3906,64,61.03125,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2624,4487,61,73.55737705,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,1479,1811,44,41.15909091,Medium
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4489,3773,64,58.953125,High
53,46 - 55,F,Unknown,Unknown,Unknown,5842,1828,44,41.54545455,Medium
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,8777,4141,83,49.89156627,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,3250,4752,84,56.57142857,High
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,15060,1611,42,38.35714286,Medium
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2126,2992,72,41.55555556,High
47,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,4907,5088,71,71.66197183,High
51,46 - 55,F,Unknown,Unknown,Unknown,3553,4923,89,55.31460674,High
41,36 - 45,F,Unknown,Unknown,Unknown,2515,4370,68,64.26470588,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4428,2331,36,64.75,High
43,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,1616,4961,78,63.6025641,High
64,55+,F,Less than $40K,<Rs33L,Low Income,6723,3838,67,57.28358209,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2756,4656,62,75.09677419,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2897,2214,46,48.13043478,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,5456,3470,65,53.38461538,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3569,4186,72,58.13888889,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34198,4270,59,72.37288136,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,4485,85,52.76470588,High
57,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2817,4535,82,55.30487805,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2126,4340,70,62,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2573,4094,77,53.16883117,High
45,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2016,3243,63,51.47619048,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,4006,5006,89,56.24719101,High
41,36 - 45,F,Unknown,Unknown,Unknown,5869,4191,65,64.47692308,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4586,2529,43,58.81395349,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4617,67,68.91044776,High
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1790,3539,57,62.0877193,High
51,46 - 55,F,Unknown,Unknown,Unknown,5862,4305,51,84.41176471,High
43,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7411,4278,80,53.475,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,5667,2176,38,57.26315789,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,15594,4745,75,63.26666667,High
47,46 - 55,F,Unknown,Unknown,Unknown,11410,2736,38,72,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1584,2628,41,64.09756098,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13298,3476,66,52.66666667,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,2114,2872,45,63.82222222,High
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2540,1531,31,49.38709677,Medium
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1762,4986,80,62.325,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2245,3344,54,61.92592593,High
47,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,8168,3554,82,43.34146341,High
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2238,2063,42,49.11904762,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,3881,2463,38,64.81578947,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,20485,3024,51,59.29411765,High
44,36 - 45,F,Unknown,Unknown,Unknown,9856,5408,83,65.15662651,High
44,36 - 45,M,Less than $40K,<Rs33L,Low Income,2111,4830,82,58.90243902,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2905,4444,84,52.9047619,High
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,32244,3501,65,53.86153846,High
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5624,3843,66,58.22727273,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1656,4258,77,55.2987013,High
42,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,3032,2273,44,51.65909091,High
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,15699,1793,40,44.825,Medium
40,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,6608,4033,58,69.53448276,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,5062,4535,68,66.69117647,High
44,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,1547,4348,63,69.01587302,High
60,55+,F,Less than $40K,<Rs33L,Low Income,11060,4545,83,54.75903614,High
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4300,67,64.17910448,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,3670,4811,68,70.75,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1538,5228,61,85.70491803,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4385,91,48.18681319,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,2330,2107,40,52.675,High
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3170,4097,72,56.90277778,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2120,4741,86,55.12790698,High
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,20231,5002,78,64.12820513,High
48,46 - 55,F,Unknown,Unknown,Unknown,1438.3,2306,46,50.13043478,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,5583,3317,71,46.71830986,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,7764,3955,72,54.93055556,High
51,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,25670,2709,51,53.11764706,High
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3841,2832,48,59,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2001,4238,63,67.26984127,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,8512,4056,81,50.07407407,High
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5869,4166,85,49.01176471,High
44,36 - 45,F,Unknown,Unknown,Unknown,5791,4556,67,68,High
50,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,2118,41,51.65853659,High
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2191,3967,76,52.19736842,High
37,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2865,3462,61,56.75409836,High
43,36 - 45,M,$120K +,Rs1Cr +,High Income,6467,4098,61,67.18032787,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,1468,2050,32,64.0625,High
58,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,5386,4846,84,57.69047619,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,5098,66,77.24242424,High
59,55+,F,Unknown,Unknown,Unknown,5402,4770,83,57.46987952,High
49,46 - 55,F,Unknown,Unknown,Unknown,3855,1724,34,50.70588235,Medium
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2983,2509,46,54.54347826,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4880,77,63.37662338,High
31,26 - 35,F,Less than $40K,<Rs33L,Low Income,4871,2773,34,81.55882353,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2636,4584,70,65.48571429,High
32,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,1553,4549,68,66.89705882,High
45,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3304,1731,32,54.09375,Medium
49,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,2376,55,43.2,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,3378,4464,83,53.78313253,High
34,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,2313,4317,68,63.48529412,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2434,4628,73,63.39726027,High
60,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4148,84,49.38095238,High
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,14544,4064,92,44.17391304,High
59,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,24621,2864,51,56.15686275,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,2337,4048,83,48.77108434,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2720,3806,61,62.39344262,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,1965,3968,57,69.61403509,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,33122,3145,63,49.92063492,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4673,69,67.72463768,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2709,4915,92,53.42391304,High
57,55+,F,Unknown,Unknown,Unknown,2404,2511,51,49.23529412,High
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4499,4906,75,65.41333333,High
33,26 - 35,F,Unknown,Unknown,Unknown,4734,2275,55,41.36363636,High
55,46 - 55,M,$120K +,Rs1Cr +,High Income,4697,1867,34,54.91176471,Medium
50,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,3931,77,51.05194805,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2572,5038,86,58.58139535,High
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3110,3395,75,45.26666667,High
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1734,4741,84,56.44047619,High
46,46 - 55,F,Unknown,Unknown,Unknown,3562,4198,77,54.51948052,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1536,1973,36,54.80555556,Medium
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,19198,4423,90,49.14444444,High
42,36 - 45,F,Unknown,Unknown,Unknown,4540,4804,66,72.78787879,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,3889,60,64.81666667,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1990,5216,87,59.95402299,High
59,55+,M,$120K +,Rs1Cr +,High Income,3422,3337,65,51.33846154,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,2192,4905,89,55.11235955,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,5152,3919,57,68.75438596,High
41,36 - 45,M,Less than $40K,<Rs33L,Low Income,2515,4388,67,65.49253731,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2094,2690,46,58.47826087,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1906,4634,54,85.81481481,High
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5096,2574,43,59.86046512,High
39,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2222,4792,62,77.29032258,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3015,4277,80,53.4625,High
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,3786,3403,70,48.61428571,High
39,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,12078,2384,52,45.84615385,High
48,46 - 55,F,Unknown,Unknown,Unknown,6448,4990,85,58.70588235,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,5398,1887,36,52.41666667,Medium
59,55+,F,Less than $40K,<Rs33L,Low Income,1438.3,2146,44,48.77272727,High
33,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,2527,49,51.57142857,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2620,4867,67,72.64179104,High
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,13435,3575,56,63.83928571,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,3186,4197,84,49.96428571,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1950,3873,76,50.96052632,High
63,55+,M,Less than $40K,<Rs33L,Low Income,7098,3465,59,58.72881356,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2250,4908,71,69.12676056,High
45,36 - 45,M,$120K +,Rs1Cr +,High Income,34516,4067,75,54.22666667,High
58,55+,F,Less than $40K,<Rs33L,Low Income,2495,4399,70,62.84285714,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,3086,4684,81,57.82716049,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1520,4256,73,58.30136986,High
38,36 - 45,M,$120K +,Rs1Cr +,High Income,4043,2600,47,55.31914894,High
65,55+,M,Less than $40K,<Rs33L,Low Income,4599,4208,69,60.98550725,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,2264,39,58.05128205,High
55,46 - 55,F,Unknown,Unknown,Unknown,7869,4314,83,51.97590361,High
60,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,5362,4205,83,50.6626506,High
60,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,16541,4352,82,53.07317073,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,7486,4604,70,65.77142857,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4653,78,59.65384615,High
51,46 - 55,F,Unknown,Unknown,Unknown,8365,4778,88,54.29545455,High
56,55+,F,Less than $40K,<Rs33L,Low Income,2846,2122,44,48.22727273,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,7789,3412,70,48.74285714,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,2527,45,56.15555556,High
48,46 - 55,F,Unknown,Unknown,Unknown,2220,2456,45,54.57777778,High
48,46 - 55,M,$120K +,Rs1Cr +,High Income,6626,2838,49,57.91836735,High
46,46 - 55,F,Unknown,Unknown,Unknown,5547,4585,79,58.03797468,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,1734,4727,67,70.55223881,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2934,4253,66,64.43939394,High
44,36 - 45,M,$120K +,Rs1Cr +,High Income,14527,3965,58,68.36206897,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2646,4246,80,53.075,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8185,4527,83,54.54216867,High
46,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,6340,3536,61,57.96721311,High
62,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5711,4320,72,60,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2258,4275,76,56.25,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2086,2537,48,52.85416667,High
44,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3256,5079,81,62.7037037,High
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,14854,3659,68,53.80882353,High
49,46 - 55,M,$120K +,Rs1Cr +,High Income,7184,3244,58,55.93103448,High
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,6541,3902,63,61.93650794,High
62,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,9065,4693,83,56.54216867,High
54,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,3682,1642,35,46.91428571,Medium
56,55+,F,Less than $40K,<Rs33L,Low Income,1438.3,2229,40,55.725,High
46,46 - 55,F,Unknown,Unknown,Unknown,2286,2798,40,69.95,High
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12663,3297,54,61.05555556,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4777,69,69.23188406,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,5205,78,66.73076923,High
45,36 - 45,F,Unknown,Unknown,Unknown,5056,4428,78,56.76923077,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,2014,53,38,High
26,26 - 35,M,$120K +,Rs1Cr +,High Income,30928,3863,72,53.65277778,High
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,1804,5308,78,68.05128205,High
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,1669,3591,59,60.86440678,High
33,26 - 35,F,Unknown,Unknown,Unknown,9725,4062,65,62.49230769,High
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,21696,3354,76,44.13157895,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2992,4339,84,51.6547619,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,1934,4019,78,51.52564103,High
43,36 - 45,M,$120K +,Rs1Cr +,High Income,34516,3789,57,66.47368421,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1734,4092,76,53.84210526,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,3910,75,52.13333333,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,1674,42,39.85714286,Medium
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,9673,3541,87,40.70114943,High
56,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,3609,4318,81,53.30864198,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,2567,48,53.47916667,High
39,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,6423,4295,70,61.35714286,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,14899,1519,26,58.42307692,Medium
52,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3224,3707,74,50.09459459,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,4135,3334,56,59.53571429,High
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4969,3878,82,47.29268293,High
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,8376,4015,77,52.14285714,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3454,4026,67,60.08955224,High
42,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,25944,4442,76,58.44736842,High
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,3016,80,37.7,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,1556,2283,46,49.63043478,High
57,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8701,1999,41,48.75609756,Medium
33,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,5600,2296,46,49.91304348,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,2900,4467,79,56.5443038,High
61,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,4906,3999,71,56.32394366,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2687,4096,76,53.89473684,High
40,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,4464,3870,73,53.01369863,High
51,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4124,59,69.89830508,High
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,2221,4758,64,74.34375,High
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2966,4416,83,53.20481928,High
38,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1593,4136,67,61.73134328,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2450,3778,64,59.03125,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1529,4220,83,50.84337349,High
45,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,6274,4726,82,57.63414634,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,3932,62,63.41935484,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2134,4224,75,56.32,High
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17158,4153,91,45.63736264,High
51,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3359,4572,81,56.44444444,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11997,4125,80,51.5625,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,3302,3899,65,59.98461538,High
55,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2687,2370,34,69.70588235,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4075,71,57.3943662,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1801,2252,42,53.61904762,High
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4573,2720,46,59.13043478,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2860,1544,45,34.31111111,Medium
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,13387,3706,81,45.75308642,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2283,3687,68,54.22058824,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2033,2572,43,59.81395349,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2506,4747,91,52.16483516,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4220,87,48.50574713,High
42,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2447,4544,80,56.8,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4217,72,58.56944444,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10873,5089,82,62.06097561,High
39,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,7596,2164,45,48.08888889,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2921,2612,33,79.15151515,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,10136,4429,78,56.78205128,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2187,4222,61,69.21311475,High
60,55+,F,Less than $40K,<Rs33L,Low Income,3302,4613,85,54.27058824,High
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,30997,3821,81,47.17283951,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2578,4077,78,52.26923077,High
